!,"ID for suite of sites or experiments","Name of experiment, field test or survey",Field Overlay (DOME) ID,Seaonal Strategy (DOME) ID,Rotational Analysis (DOME) ID,,Treatment Name,4-character Climate ID code,Climate replication number for multiple realizations of weather data (ask Alex),Region ID,Regional stratum identification number,RAP ID,"Management regimen ID, for multiple management regimens per RAP",Names of institutions involved in collection of field or survey data,"Crop rotation indicator (=1 to indicate that this is a continuous, multi-year simulation, =0 for single year simulations)",Weather station ID,Soil ID,Site Latitude,Site Longitude,Crop type (common name) ,Crop model-specific cultivar ID,Cultivar name,Start of simulation date,Planting date,"Observed harvested yield, dry weight",Observed total above-ground biomass at harvest,Observed harvest date,Total number of irrigation events,Total amount of irrigation,Type of irrigation application,Total number of fertilizer applications,Total N applied,Total P applied,Total K applied,Manure and applied oganic matter,Total number of tillage applications,"Tillage type (hand, animal or mechanized)",Experiment ID,Weather ID,Soil ID,DOME ID for Overlay,DOME ID for Seasonal  ,DOME ID for Rotational ,"Short name of crop model used for simulations (e.g., DSSAT, APSIM, Aquacrop, STICS, etc.)",Model name and version number of the crop model used to generate simulated outputs,"Simulated harvest yield, dry matter","Simulated above-ground biomass at harvest, dry matter",Simulated anthesis date,Simulated maturity date,Simulated harvest date,"Simulated leaf area index, maximum",Total precipitation from planting to harvest,"Simulated evapotranspiration, planting to harvest",Simulated N uptake during season,Simulated N leached up to harvest maturity,"Transpiration, cumulative from planting to harvest","Evaporation,soil, cumulative from planting to harvest"
!,text,text,text,text,text,number,text,code,number,code,number,code,code,text,number,text,text,decimal degrees,decimal degrees,text,text,text,yyyy-mm-dd,yyyy-mm-dd,kg/ha,kg/ha,yyyy-mm-dd,number,mm,text,number,kg[N]/ha,kg[P]/ha,kg[K]/ha,kg/ha,#,text,text,text,text,text,text,text,text,text,kg/ha,kg/ha,yyyy-mm-dd,yyyy-mm-dd,yyyy-mm-dd,m2/m2,mm,mm,kg/ha,kg/ha,mm,mm
#,SUITE_ID,EXNAME,FIELD_OVERLAY,SEASONAL_STRATEGY,ROTATIONAL_ANALYSIS,RUN#,TRT_NAME,CLIM_ID,CLIM_REP,REG_ID,STRATUM,RAP_ID,MAN_ID,INSTITUTION,ROTATION,WST_ID,SOIL_ID,FL_LAT,FL_LONG,CRID_text,CUL_ID,CUL_NAME,SDAT,PDATE,HWAH,CWAH,HDATE,IR#C,IR_TOT,IROP_text,FE_#,FEN_TOT,FEP_TOT,FEK_TOT,OM_TOT,TI_#,TIIMP_text,EID,WID,SID,DOID,DSID,DRID,CROP_MODEL,MODEL_VER,HWAH_S,CWAH_S,ADAT_S,MDAT_S,HADAT_S,LAIX_S,PRCP_S,ETCP_S,NUCM_S,NLCM_S,EPCP_S,ESCP_S
*,,"MACH0019_1__30","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",30,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",2010-02-04,2010-03-06,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,355,,"","792256c4fb7852272ea298092217c7c716c74eceaabbbb292b0ee5f5baa7997e","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","3952","7483","2010-04-22","2010-06-15","2010-06-15","1.0","410.0","423.9","67","2","",""
*,,"MACH0020_1__1","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",1,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",1981-02-16,1981-03-18,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","3766","7079","1981-05-08","1981-07-05","1981-07-05","1.1","401.2","378.6","63","3","",""
*,,"MACH0020_1__2","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",2,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",1982-02-27,1982-03-29,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","4071","7438","1982-05-16","1982-07-18","1982-07-18","1.1","234.2","345.4","63","0","",""
*,,"MACH0020_1__3","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",3,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",1983-03-24,1983-04-23,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","2924","7015","1983-06-12","1983-08-12","1983-08-12","1.3","124.4","250.0","57","0","",""
*,,"MACH0020_1__4","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",4,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",1984-03-26,1984-04-25,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","1660","4386","1984-06-11","1984-08-12","1984-08-12","1.2","47.9","180.5","45","0","",""
*,,"MACH0020_1__5","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",5,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",1985-02-25,1985-03-27,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","3371","6052","1985-05-15","1985-07-13","1985-07-13","0.9","384.4","302.4","53","6","",""
*,,"MACH0020_1__6","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",6,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",1986-02-07,1986-03-09,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","4388","7811","1986-04-26","1986-06-26","1986-06-26","1.2","289.1","351.1","64","1","",""
*,,"MACH0020_1__7","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",7,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",1987-03-08,1987-04-07,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","2906","6438","1987-05-27","1987-07-30","1987-07-30","1.3","134.2","285.7","50","0","",""
*,,"MACH0020_1__8","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",8,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",1988-02-18,1988-03-19,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","3622","6870","1988-05-08","1988-07-09","1988-07-09","1.1","306.0","352.7","57","2","",""
*,,"MACH0020_1__9","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",9,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",1989-02-20,1989-03-22,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","3749","7515","1989-05-14","1989-07-23","1989-07-23","1.1","230.4","327.4","59","1","",""
*,,"MACH0020_1__10","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",10,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",1990-02-02,1990-03-04,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","3868","6895","1990-04-22","1990-06-17","1990-06-17","1.0","478.2","399.4","62","6","",""
*,,"MACH0020_1__11","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",11,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",1991-02-24,1991-03-26,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","3462","7282","1991-05-13","1991-07-08","1991-07-08","1.2","161.7","296.1","61","0","",""
*,,"MACH0020_1__12","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",12,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",1992-03-08,1992-04-07,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","3560","7092","1992-05-29","1992-08-02","1992-08-02","1.2","216.3","265.1","52","2","",""
*,,"MACH0020_1__13","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",13,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",1993-02-10,1993-03-12,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","2007","5369","1993-04-29","1993-06-21","1993-06-21","1.3","90.9","243.2","46","0","",""
*,,"MACH0020_1__14","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",14,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",1994-02-03,1994-03-05,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","4096","8455","1994-04-21","1994-06-15","1994-06-15","1.4","169.1","328.9","67","0","",""
*,,"MACH0020_1__15","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",15,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",1995-01-31,1995-03-02,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","3984","7617","1995-04-19","1995-06-12","1995-06-12","1.1","231.7","344.1","66","0","",""
*,,"MACH0020_1__16","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",16,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",1996-02-27,1996-03-28,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","3905","7648","1996-05-16","1996-07-18","1996-07-18","1.2","173.1","314.7","65","0","",""
*,,"MACH0020_1__17","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",17,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",1997-02-28,1997-03-30,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","3429","6866","1997-05-20","1997-07-21","1997-07-21","1.0","279.0","305.9","53","3","",""
*,,"MACH0020_1__18","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",18,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",1998-02-06,1998-03-08,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","4140","7973","1998-04-25","1998-06-19","1998-06-19","1.1","431.4","415.9","75","6","",""
*,,"MACH0020_1__19","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",19,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",1999-02-08,1999-03-10,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","3623","7590","1999-04-28","1999-06-23","1999-06-23","1.2","216.6","348.8","61","0","",""
*,,"MACH0020_1__20","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",20,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",2000-02-26,2000-03-27,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","2578","5860","2000-05-14","2000-07-12","2000-07-12","1.2","114.5","262.3","52","0","",""
*,,"MACH0020_1__21","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",21,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",2001-02-04,2001-03-06,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","3689","7057","2001-04-23","2001-06-17","2001-06-17","1.1","205.1","293.2","58","1","",""
*,,"MACH0020_1__22","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",22,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",2002-02-01,2002-03-03,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","3999","8183","2002-04-18","2002-06-11","2002-06-11","1.3","308.5","366.0","68","0","",""
*,,"MACH0020_1__23","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",23,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",2003-02-22,2003-03-24,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","3728","6973","2003-05-12","2003-07-12","2003-07-12","1.1","358.1","314.1","64","5","",""
*,,"MACH0020_1__24","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",24,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",2004-02-10,2004-03-11,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","3705","7428","2004-04-27","2004-06-24","2004-06-24","1.2","240.0","312.8","67","0","",""
*,,"MACH0020_1__25","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",25,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",2005-02-17,2005-03-19,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,386,,"","a1fc852d4be93c1c07ca7c79b48d5f3e27ec2a9ee4526d159a81a810f356c08c","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","3973","7551","2005-05-07","2005-07-04","2005-07-04","1.2","327.9","355.2","64","2","",""
